0,1,2,3,4,5,6,7,8,9
17.617294311523438,10.645500183105469,118850.0,14.536035537719727,47.32896041870117,29.600000381469727,23.78281593322754,2.853492259979248,5.900000095367432,47.55982971191406
17.10682487487793,10.41100025177002,119845.0,14.288788795471191,46.836185455322266,27.719999313354492,23.179889678955078,2.7501883506774902,5.630000114440918,46.93730545043945
17.20745849609375,10.728500366210938,119183.0,14.479228973388672,47.26073455810547,26.899999618530273,23.261369705200195,2.6927967071533203,5.576000213623047,46.82644271850586
17.162935256958008,10.660499572753906,118905.0,14.274524688720703,47.162166595458984,25.8700008392334,23.228775024414062,2.770848512649536,5.581999778747559,47.79010009765625
17.426097869873047,10.881999969482422,120741.0,14.528779029846191,47.60946273803711,26.809999465942383,23.913179397583008,2.8443095684051514,5.843999862670898,49.20571517944336
17.434030532836914,10.9399995803833,121175.0,14.470219612121582,47.60946273803711,26.309999465942383,23.815406799316406,2.729526996612549,5.785999774932861,48.99252700805664
17.696271896362305,10.923999786376953,122000.0,14.525775909423828,47.74592208862305,27.100000381469727,24.15760612487793,2.782327890396118,6.015999794006348,49.4615478515625
17.41725730895996,10.824999809265137,120715.0,14.226726531982422,47.09394454956055,27.010000228881836,23.546531677246094,2.8144664764404297,5.823999881744385,49.00104522705078
17.56942367553711,10.821000099182129,121740.0,14.141641616821289,47.821739196777344,27.399999618530273,23.864294052124023,2.8718583583831787,5.932000160217285,49.32510757446289
17.447446823120117,10.736499786376953,120855.0,14.041291236877441,48.860347747802734,27.270000457763672,23.733932495117188,2.7961015701293945,5.953999996185303,49.65292739868164
17.4282283782959,10.72249984741211,122600.0,13.990240097045898,49.61846160888672,28.290000915527344,23.905027389526367,2.7616660594940186,5.877999782562256,50.714298248291016
17.50751495361328,10.917499542236328,123375.0,14.126876831054688,50.04300308227539,30.010000228881836,24.45906639099121,2.8213534355163574,5.98199987411499,50.41472625732422
17.862768173217773,11.133000373840332,123276.0,14.28553581237793,50.26285934448242,31.40999984741211,24.312410354614258,2.8466060161590576,6.368000030517578,50.859806060791016
17.9124813079834,11.201499938964844,124440.0,14.552803039550781,50.58127975463867,31.90999984741211,25.013105392456055,3.0394399166107178,6.418000221252441,51.578792572021484
17.86155128479004,11.151000022888184,123750.0,14.452201843261719,50.79353332519531,31.600000381469727,25.200498580932617,3.087648868560791,6.75600004196167,51.01386260986328
17.615461349487305,11.028499603271484,121744.0,14.144393920898438,50.33108901977539,31.84000015258789,24.55683708190918,2.9476144313812256,6.438000202178955,49.93538284301758
17.75055694580078,11.107999801635742,122670.0,14.301301002502441,50.51303482055664,33.04999923706055,25.013105392456055,2.984344720840454,6.757999897003174,50.560218811035156
17.40506362915039,11.003499984741211,120700.0,14.031532287597656,50.414466857910156,32.060001373291016,24.336849212646484,2.890223264694214,6.622000217437744,49.3790168762207
17.4434814453125,11.280500411987305,122129.0,14.131131172180176,50.35383605957031,33.099998474121094,24.45906639099121,2.9223625659942627,6.322000026702881,50.32911682128906
17.518798828125,11.281000137329102,122950.0,14.246747016906738,50.6722412109375,32.22999954223633,24.581274032592773,3.0164833068847656,6.392000198364258,50.74851989746094
