0,1,2,3,4,5,6,7,8,9
41.01842498779297,59.45050048828125,295755.0,53.660499572753906,123.59983825683594,181.4199981689453,81.16848754882812,49.36195755004883,64.10600280761719,206.83482360839844
41.01128005981445,60.209999084472656,299905.0,54.57600021362305,124.78056335449219,184.6699981689453,81.5462417602539,52.61066436767578,63.45000076293945,209.00457763671875
41.20177459716797,60.47949981689453,300516.0,54.78799819946289,124.77163696289062,184.3300018310547,82.26398468017578,52.88798141479492,62.92399978637695,209.9117431640625
41.67088317871094,61.457000732421875,301525.0,55.51449966430664,125.80147552490234,186.85000610351562,83.28388977050781,53.33616638183594,63.316001892089844,213.9145050048828
41.5161018371582,62.34349822998047,304180.0,55.71049880981445,125.96124267578125,188.27999877929688,83.36888122558594,54.970428466796875,67.28199768066406,210.20162963867188
41.51133728027344,62.6349983215332,304500.0,55.63949966430664,127.95865631103516,187.8699951171875,83.31221008300781,54.95555877685547,66.73799896240234,211.24911499023438
41.50181198120117,62.71649932861328,308350.0,55.50699996948242,127.8077392578125,187.83999633789062,82.93448638916016,55.38642120361328,66.95999908447266,209.67791748046875
41.737545013427734,63.83399963378906,309950.0,55.602500915527344,128.53565979003906,187.77000427246094,83.18000030517578,55.4854621887207,67.58999633789062,210.7908477783203
42.168548583984375,65.26000213623047,315225.0,56.532501220703125,129.39678955078125,179.3699951171875,84.61544036865234,55.21308517456055,67.24400329589844,213.83033752441406
41.9542350769043,65.24299621582031,315261.0,56.53499984741211,130.37327575683594,178.38999938964844,83.43497467041016,54.50243377685547,68.01200103759766,217.8144073486328
42.64717483520508,64.75,321469.0,56.95500183105469,130.4798126220703,177.60000610351562,85.1253890991211,55.64393615722656,69.43199920654297,222.9862060546875
42.68525695800781,64.66600036621094,320000.0,56.798500061035156,130.4265594482422,179.8000030517578,85.08763122558594,55.5745964050293,68.91400146484375,227.40985107421875
42.49476623535156,64.72899627685547,320238.0,57.17499923706055,130.81719970703125,181.2899932861328,84.9931869506836,56.97856903076172,70.00399780273438,227.58755493164062
42.14711380004883,66.3655014038086,324064.0,58.20800018310547,131.50965881347656,185.3699951171875,86.51362609863281,57.86503982543945,70.31199645996094,227.78395080566406
42.15663146972656,68.12699890136719,322885.0,58.80849838256836,125.90798950195312,189.35000610351562,86.7874984741211,59.1575813293457,70.55799865722656,229.32705688476562
