,0
0,0.9947581663414
1,0.9872963488716124
2,0.9897870395187376
3,1.0254818790054319
4,1.028788016459274
5,1.0348566844852443
6,1.0335337066284176
7,1.022517430015945
8,1.0334578395584102
9,1.035780735843658
10,1.0386972085731503
11,1.040139284192657
12,1.037199484729385
13,1.0356008254379268
14,1.037291792813873
15,1.0374711103595728
16,1.0316360534351345
17,1.036625896694183
18,1.0322771602535246
19,1.0328098181434628
20,1.0450401942161556
21,1.042638591326904
22,1.0502562680107113
23,1.0530868137237546
24,1.0531216970241544
25,1.039223573819351
26,1.0475549113525389
27,1.0421642793518064
28,1.0270896909088134
29,1.0284509460090636
30,1.0410185551929472
31,1.0468116476398466
32,1.0487280858333587
33,1.0587846375267027
34,1.0647738403060911
35,1.0645943009719847
36,1.062022059901428
37,1.075791448510742
38,1.0805424680717468
39,1.074080018219757
40,1.0686518496788022
41,1.069874707608032
42,1.0665449989738462
43,1.0595310147186277
44,1.0602498387386319
45,1.0630290131641387
46,1.0578922690959929
47,1.0733009845626829
48,1.090098091127777
49,1.091354309238052
50,1.1028236083019254
51,1.1186183898178097
52,1.1204635107654568
53,1.1196759278015134
54,1.125981109498596
55,1.1350614725517272
56,1.134818704055023
57,1.144114066548538
58,1.1462438073005676
59,1.1494318504547119
60,1.1591890395046232
61,1.1624853786754608
62,1.1520963727500915
63,1.151880643816757
64,1.1625736767742156
65,1.1564890898647309
66,1.1464548320365906
67,1.1533270690940856
68,1.1472588321907042
69,1.1323546314292907
70,1.082465606781006
71,1.1111043226085664
72,1.096802073408127
73,1.0540295525756835
74,1.073593726647568
75,1.0877719430770876
76,1.0954725104454042
77,1.1077660790927888
78,1.1215683043907168
79,1.1205595363697054
80,1.1190491517749788
81,1.115550029351425
82,1.121537387540436
83,1.1368566589393616
84,1.1496347840179444
85,1.138503317547989
86,1.1271507439502717
87,1.1060138918785096
88,1.1122625482349395
89,1.1199802240383148
90,1.118238076202774
91,1.1249791296577452
92,1.1294833060287475
93,1.143911078741455
94,1.1554910384464263
95,1.1470720657279967
96,1.1418594673618314
97,1.1431905566970824
98,1.1398643118095397
99,1.1140109444942472
100,1.1150965577537535
101,1.1112792495620725
102,1.086366485323715
103,1.0629526029808043
104,1.0917934699794767
105,1.052195528347778
106,1.0300005028923032
107,1.046174593135452
108,1.022134288434219
109,1.0415532138774868
110,1.0566740207225795
111,1.0699782980342862
112,1.0518186376647944
113,1.0513363818202968
114,1.075669659175491
