,0
0,0.985342096592331
1,0.9776783056056977
2,0.9789669734603883
3,0.977634331167984
4,0.9565272300598144
5,0.9615618547714234
6,0.960519144581604
7,0.9388793638290405
8,0.9224547293899535
9,0.9481457735111235
10,0.9173075814777374
11,0.9096621844982147
12,0.9209457267608642
13,0.8983737729518889
14,0.9173313493095396
15,0.9345583458198545
16,0.9488235534324644
17,0.9292667450061796
18,0.92784908180809
19,0.9506008777790067
20,0.9430770932460782
21,0.9482845020034788
22,0.9500418419155119
23,0.9526752393466947
24,0.9699050994785307
25,0.9715025183269498
26,0.9758457795791623
27,0.9657874312183378
28,0.9622673086147305
29,0.9461125675361631
30,0.9416969412879941
31,0.9655061549205778
32,0.9700400995052335
33,0.967265329370117
34,0.9772602813083646
35,0.974399595580673
36,0.9670350727596281
37,0.9830505746795651
38,0.9957835233005521
39,0.9949458160068508
40,1.0039564994915005
41,1.0113836223060604
42,1.0105045242427821
43,1.0101534962051388
44,0.9954561991348263
45,0.9989019972457882
46,0.996369114478683
47,0.9918689059501643
48,0.9999282173419948
49,0.993399421175384
50,1.0015638358879084
51,0.9999289939292904
52,1.0022225921386714
53,1.0010720641429898
54,1.010517659185409
55,1.0113097960952755
56,1.026692196373367
57,1.0358871658740993
58,1.0365891066074369
59,1.0467035817207333
60,1.0415587620754239
61,1.0412001261398314
62,1.0490161462966916
63,1.0550153966896054
64,1.0548049171646114
65,1.065315813358688
66,1.0625537788356778
67,1.0703477982212064
68,1.0578532741302487
69,1.0655088677967068
70,1.0540078857906339
71,1.047059631347656
72,1.0284440918701168
73,1.0372975509826656
74,1.0287423286045072
75,1.0359943246116636
76,1.0306295051021575
77,1.0352618181350706
78,1.0214456732635497
79,1.0303686002918242
80,1.0361377926052093
81,1.0479183470199582
82,1.0514551373165129
83,1.0456012772441863
84,1.0594998402614593
85,1.0615577326953884
86,1.0574018173545834
87,1.069515180572128
88,1.069393993772888
89,1.0625770149559017
90,1.0636897574520108
91,1.061143027564239
92,1.0725771349906918
93,1.0855904842453001
94,1.0712608692840575
95,1.063764104350662
96,1.0477778350334166
97,1.0534597827026366
98,1.060520674960327
99,1.092211237158203
100,1.0906769473415374
101,1.0958108767215726
102,1.1087478785743712
103,1.112433221418762
104,1.1116146675373075
105,1.1059719244556425
106,1.1068029983390806
107,1.1098488632972716
108,1.102122469208145
109,1.1023234843502043
110,1.0864330700931548
111,1.0868574685394288
112,1.0914967846656798
113,1.0940810495361328
114,1.0977885751976013
