,0
0,0.9857288605054855
1,0.9952239116844177
2,0.9910137780599118
3,0.9959718896615505
4,0.9955438929023742
5,1.0044709488254546
6,0.9956093021215915
7,0.9991266072986125
8,0.9959893845586776
9,0.9836663390039443
10,0.9916920126133919
11,0.9890852639556884
12,0.9995851782612799
13,1.01367938775568
14,1.0041458074057579
15,1.0060087529233455
16,1.000896550282049
17,1.0126296964817523
18,1.0118855777385234
19,1.0145303224499225
20,1.0203492438174724
21,1.025599247922182
22,1.016916024179697
23,1.0171429875639437
24,1.0122108644102572
25,1.0166775069564817
26,0.9931517400451659
27,0.9970013667767047
28,1.005740171243715
29,0.9987751925292968
30,1.005206813818121
31,1.005535150203085
32,1.0198100350383281
33,1.0320402374443531
34,1.0337212054301264
35,1.043208151819086
36,1.0465061524320125
37,1.0476293597337245
38,1.0548707366709231
39,1.0598808546508312
40,1.0590530232908726
41,1.0556640335098744
42,1.057387685055065
43,1.0608958749207495
44,1.0654777789003849
45,1.0665795537689686
46,1.0651892610096454
47,1.0699667707771778
48,1.081258702657175
49,1.0754128423812388
50,1.0800720444217204
51,1.083384844561243
52,1.0840949962265491
53,1.077549539113283
54,1.0820214867467879
55,1.0806707114277363
56,1.0787829511302471
57,1.0653717757108212
58,1.074540719987154
59,1.0764561404901027
60,1.082818935906124
61,1.0885232021814346
62,1.0755178087732316
63,1.0751689841287613
64,1.0817655045984744
65,1.0584603215545654
66,1.0660972498643875
67,1.0621767498159884
68,1.0628991699175356
69,1.0480417902227401
70,1.0550795728993891
71,1.063581254804754
72,1.0640778266362665
73,1.0534465648473261
74,1.0691059553585527
75,1.0543655365671634
76,1.0252468975224016
77,1.013396908444929
78,1.0130467358493327
79,1.0136389992139816
80,1.0148988832003594
81,1.0260755073177337
82,1.0362321947924136
83,1.0557760125628948
84,1.0506634703506945
85,1.0632789745104312
86,1.056460691907358
87,1.0563775182050226
88,1.0797301001043795
89,1.0723664669634818
90,1.0700495325115202
91,1.0838689755818365
92,1.0855048767886162
93,1.0891749824508667
94,1.0819830325392723
95,1.089211626502323
96,1.084910946871662
97,1.0911382954885005
98,1.100726866480255
99,1.101173406533241
100,1.1087270283371924
101,1.1178844087288855
102,1.1111986010461805
103,1.1196333691911695
104,1.1160440146307944
105,1.1191313047137736
106,1.1171954217401026
107,1.12229887616477
108,1.124787052836561
109,1.1283331082745551
110,1.1290500020680427
111,1.1118998312483785
112,1.1123805421277044
113,1.1118798852683067
114,1.1097955156850814
