,0
0,0.9941845316596984
1,0.9955633105480194
2,1.0021694524463653
3,1.0082664928552627
4,1.016549215950966
5,1.0189093673969267
6,1.0244108268878935
7,1.015726126843834
8,1.0147711413682938
9,1.030017633834839
10,1.031688508393097
11,1.0320229716701508
12,1.0363655210361482
13,1.041677380604744
14,1.0448794346479415
15,1.0500875131988525
16,1.051023241684723
17,1.0576235820079802
18,1.0608247204746246
19,1.0626132063484193
20,1.0601350136241914
21,1.0623301921081543
22,1.0709673293964386
23,1.0716520796531677
24,1.0613169339694977
25,1.0633940310806274
26,1.0593659508880615
27,1.054313781114769
28,1.0655010947443009
29,1.0579461574863434
30,1.0586199472938536
31,1.0582815611879348
32,1.0593587842199323
33,1.0597967093027114
34,1.0603727738849638
35,1.0611477280246733
36,1.0647858420831677
37,1.0690040115652082
38,1.0714590406671523
39,1.0743310513238904
40,1.0732556844072338
41,1.075261304171562
42,1.0550744810125348
43,1.0631825461797713
44,1.0595404270101545
45,1.0630488070386883
46,1.0684929974935529
47,1.078166680953407
48,1.0812227351713177
49,1.0836557915636058
50,1.08275024354763
51,1.089450740775108
52,1.0900424664110182
53,1.0870788475076671
54,1.0867100645036694
55,1.0861167501283642
56,1.0904047125028606
57,1.0877411416784282
58,1.0818419925020213
59,1.0806182537923807
60,1.0933884208326337
61,1.086051500240707
62,1.0886441418575283
63,1.095540181218719
64,1.0976855619167325
65,1.1079578320945735
66,1.116814465795135
67,1.1130291943330761
68,1.1164028354434963
69,1.1237121368572232
70,1.1377047949207302
71,1.136102712611961
72,1.1312975433095926
73,1.1259781696813578
74,1.1320041138494485
75,1.137627262173652
76,1.1398789566736216
77,1.1601495860734934
78,1.1633663211496348
79,1.1690044510862345
80,1.1716050016136164
81,1.1742813387855524
82,1.1512288492839806
83,1.1654875638057702
84,1.1694854749656671
85,1.1795545112705226
86,1.1786391097267146
87,1.185313392048263
88,1.1975639972675318
89,1.202542077531814
90,1.2075197799327844
91,1.208496123214721
92,1.2117147972778315
93,1.2215200002696986
94,1.23205870065422
95,1.2350661278823847
96,1.242307863887405
97,1.2497900817070005
98,1.224565422834396
99,1.216032413768768
100,1.234026599479675
101,1.2370071444835662
102,1.230093593761444
103,1.233640936664581
104,1.249465626379013
105,1.2446090789943691
106,1.255004089044952
107,1.2602371124004361
108,1.264127389386749
109,1.2534634001640317
110,1.2303789128238676
111,1.24707705711441
112,1.229799387514877
113,1.2299338124828336
114,1.2133866075412747
