0,1,2,3,4,5,6,7,8,9
41.01842498779297,59.45050048828125,295755.0,53.660499572753906,123.59986114501953,181.4199981689453,81.16849517822266,49.36196517944336,64.10600280761719,206.8348846435547
41.01127624511719,60.209999084472656,299905.0,54.57600021362305,124.78054809570312,184.6699981689453,81.54623413085938,52.610652923583984,63.45000076293945,209.0045623779297
41.201778411865234,60.47949981689453,300516.0,54.78799819946289,124.77168273925781,184.3300018310547,82.26396179199219,52.88798522949219,62.92399978637695,209.91172790527344
41.67087936401367,61.457000732421875,301525.0,55.51449966430664,125.80142974853516,186.85000610351562,83.28387451171875,53.33616638183594,63.316001892089844,213.91448974609375
41.51609420776367,62.34349822998047,304180.0,55.71049880981445,125.96121215820312,188.27999877929688,83.3688735961914,54.97041702270508,67.28199768066406,210.20166015625
41.511329650878906,62.6349983215332,304500.0,55.63949966430664,127.95866394042969,187.8699951171875,83.31220245361328,54.955570220947266,66.73799896240234,211.24911499023438
41.50181198120117,62.71649932861328,308350.0,55.50699996948242,127.80774688720703,187.83999633789062,82.93446350097656,55.38641357421875,66.95999908447266,209.6779327392578
41.737552642822266,63.83399963378906,309950.0,55.602500915527344,128.53570556640625,187.77000427246094,83.17998504638672,55.48545455932617,67.58999633789062,210.79086303710938
42.168540954589844,65.26000213623047,315225.0,56.532501220703125,129.3968048095703,179.3699951171875,84.6154556274414,55.213077545166016,67.24400329589844,213.830322265625
41.95423889160156,65.24299621582031,315261.0,56.53499984741211,130.3733367919922,178.38999938964844,83.43498229980469,54.5024299621582,68.01200103759766,217.8143768310547
42.64716339111328,64.75,321469.0,56.95500183105469,130.47982788085938,177.60000610351562,85.12541198730469,55.64392852783203,69.43199920654297,222.98623657226562
42.68526077270508,64.66600036621094,320000.0,56.798500061035156,130.42657470703125,179.8000030517578,85.08763885498047,55.57460403442383,68.91400146484375,227.40982055664062
42.49477005004883,64.72899627685547,320238.0,57.17499923706055,130.81715393066406,181.2899932861328,84.99319458007812,56.97858428955078,70.00399780273438,227.58755493164062
42.147098541259766,66.3655014038086,324064.0,58.20800018310547,131.50962829589844,185.3699951171875,86.51361846923828,57.86503601074219,70.31199645996094,227.783935546875
