,0,1,2,3,4,5,6,7,8,9,10
0,0.06559741,0.16193497,0.061453875,0.08214557,0.09737539,0.07147967,0.13616283,0.08804363,0.08324413,0.1085076,0.044054963
1,0.08655782,0.072803274,0.078366205,0.053233005,0.07824108,0.04250497,0.15635112,0.10505278,0.12672505,0.09960146,0.10056314
2,0.11052366,0.16808003,0.039134912,0.057273697,0.05530613,0.11403244,0.038507383,0.046981815,0.08448055,0.2192379,0.06644153
3,0.11049635,0.08102893,0.08079501,0.11249068,0.042673897,0.13590656,0.08328322,0.07084222,0.055053942,0.097322576,0.13010654
4,0.071096115,0.12335148,0.10007216,0.12298426,0.11918675,0.13041335,0.04748279,0.057774264,0.06770922,0.06891239,0.091017194
5,0.11007967,0.17130862,0.04417979,0.043476038,0.053296264,0.12838952,0.03731208,0.08326099,0.14330152,0.14167558,0.04371994
6,0.100771256,0.028137183,0.06959197,0.11689986,0.04778882,0.12158128,0.16628593,0.09757418,0.08949034,0.041270114,0.120609105
7,0.21445283,0.107785754,0.068597324,0.102168255,0.10750832,0.039174035,0.051414754,0.12868711,0.07886486,0.04200325,0.05934352
8,0.07524217,0.038218662,0.12921761,0.152026,0.0340612,0.109057784,0.10589255,0.048898038,0.1023781,0.07194745,0.13306044
9,0.1869944,0.070190296,0.082908586,0.078034975,0.09119576,0.080723725,0.07331608,0.10289203,0.08438212,0.07759202,0.07176994
10,0.10686215,0.06469535,0.114276774,0.1134533,0.107101,0.042622097,0.10839956,0.07523356,0.14377864,0.056558646,0.06701894
11,0.034052435,0.047377672,0.13431033,0.17113994,0.03562881,0.13324037,0.14584462,0.046466313,0.12885468,0.03187104,0.09121375
12,0.14962119,0.15359499,0.05049654,0.056695692,0.048412405,0.08395947,0.050756272,0.11983359,0.052977767,0.1292911,0.104361035
13,0.08048897,0.122478686,0.13334484,0.083381675,0.070541814,0.05737937,0.050860487,0.1471818,0.10606982,0.03775752,0.110514976
14,0.09965603,0.15389419,0.026232459,0.05772515,0.07298294,0.047472324,0.12501511,0.06635895,0.16428146,0.14682285,0.0395586
15,0.13424602,0.11740929,0.05889045,0.050449613,0.04133447,0.16894178,0.03265013,0.04337047,0.106128044,0.13704433,0.109535344
16,0.13038877,0.08968528,0.07564577,0.043273397,0.151048,0.04050476,0.036917977,0.07963853,0.118626066,0.09584547,0.13842598
17,0.18080139,0.09107446,0.07542574,0.058266677,0.15599641,0.05333436,0.034001958,0.0478137,0.09720877,0.15494135,0.051135216
18,0.13655218,0.06250644,0.034897137,0.1638256,0.07158475,0.08021413,0.1369283,0.077038914,0.1369123,0.05780982,0.0417304
19,0.10084773,0.074720435,0.08816804,0.057592053,0.061526917,0.1267961,0.22469844,0.04552996,0.08890836,0.03925864,0.09195333
20,0.19756803,0.13242038,0.05448175,0.16432904,0.104642786,0.04970207,0.06406694,0.063709654,0.058209255,0.05667329,0.05419678
21,0.12416779,0.06252813,0.11266054,0.09097558,0.069641545,0.14389822,0.05725853,0.054067437,0.17084268,0.04897488,0.06498469
22,0.088546686,0.12741977,0.09736394,0.045937143,0.08426343,0.101841785,0.119573295,0.04346621,0.087622076,0.08578312,0.1181825
23,0.078845955,0.0367234,0.1277899,0.16801178,0.0380801,0.11304741,0.13796702,0.10250722,0.095400795,0.033680797,0.06794549
24,0.14098002,0.15715788,0.05158676,0.1466807,0.102829106,0.03351728,0.107419886,0.06694813,0.06709865,0.076059274,0.049722247
25,0.15005448,0.1084976,0.12044762,0.10448869,0.065958634,0.11368931,0.06422992,0.060026657,0.06996769,0.06141942,0.081219964
26,0.15139395,0.19506745,0.05537269,0.053803913,0.074521236,0.056925755,0.10283582,0.06330952,0.14724943,0.053799443,0.045720804
27,0.06528448,0.07247381,0.12206637,0.05644421,0.14374566,0.05658365,0.083022274,0.18834607,0.084610954,0.080047436,0.047375076
28,0.11483484,0.07056752,0.09447568,0.07027429,0.113694325,0.07953641,0.13114731,0.039809305,0.10540124,0.090582214,0.08967676
29,0.0633111,0.107650705,0.10002822,0.053773347,0.07554999,0.08968835,0.11199532,0.08783043,0.08273028,0.14342883,0.08401344
30,0.043815482,0.12638836,0.03888768,0.10276903,0.12409221,0.0432914,0.14241539,0.1009222,0.13809608,0.092638955,0.046683293
31,0.16180481,0.054000624,0.087087356,0.08984691,0.085615,0.103010386,0.063003674,0.058273546,0.129598,0.08866914,0.0790905
32,0.13837974,0.066306494,0.07129689,0.08211806,0.12574133,0.057805486,0.09008701,0.10192833,0.05333927,0.11896349,0.09403392
33,0.17661008,0.052978154,0.102761894,0.1789203,0.10879579,0.07819287,0.054690983,0.039576463,0.09742001,0.052369624,0.057683855
34,0.15441886,0.026151031,0.15380318,0.03947073,0.062455397,0.029938616,0.14368558,0.03459856,0.12308428,0.115604416,0.11678948
35,0.091416225,0.1831379,0.10281523,0.045329146,0.16787049,0.04110802,0.03871098,0.05088456,0.115393505,0.0319833,0.1313507
36,0.19464858,0.06711299,0.1496975,0.09769255,0.044438094,0.03185139,0.04871253,0.047269728,0.15446751,0.11882736,0.045281753
37,0.048819043,0.09342903,0.11659281,0.13366735,0.10700008,0.083406106,0.07716742,0.06294664,0.098257564,0.08514074,0.09357322
38,0.13213356,0.15735646,0.06967052,0.046666905,0.0840325,0.044899732,0.05406856,0.11233901,0.19825841,0.05248092,0.048093375
39,0.048747968,0.14647515,0.03791622,0.08547316,0.15931244,0.070423186,0.07348,0.06162579,0.11187522,0.14211121,0.06255959
40,0.17033386,0.16205776,0.099350676,0.04632615,0.069243394,0.13588117,0.027283119,0.026305621,0.100366384,0.09251435,0.07033753
41,0.030685706,0.17373283,0.036705315,0.15324207,0.060683515,0.067883,0.07944464,0.09140171,0.15954456,0.101363465,0.04531319
42,0.096423455,0.053719226,0.040383354,0.10201903,0.1955068,0.038398027,0.042211615,0.055909626,0.25843737,0.044536322,0.072455175
43,0.14768037,0.11487535,0.049121745,0.12688202,0.037369173,0.08702991,0.12243452,0.105753355,0.039404146,0.028806303,0.14064313
44,0.06312514,0.07057577,0.14518948,0.13699608,0.07552721,0.03575775,0.05557238,0.078285955,0.19016252,0.06457479,0.08423295
45,0.10847781,0.15546168,0.041313846,0.12592283,0.08177681,0.09608628,0.027050903,0.026500026,0.18096681,0.12842517,0.028017815
46,0.08338758,0.067263365,0.0780049,0.1268926,0.05695523,0.12215946,0.17321044,0.053478234,0.1209341,0.07982312,0.03789103
47,0.17845018,0.13477163,0.079795144,0.09928875,0.065721124,0.100517765,0.09191661,0.07279446,0.09700024,0.039238688,0.040505394
48,0.16125059,0.05465318,0.12676208,0.1183813,0.100326754,0.04371683,0.053925306,0.0475092,0.136317,0.059682894,0.097474836
49,0.07827303,0.10633794,0.15651368,0.0604232,0.1003498,0.104499154,0.05912562,0.052218392,0.096031785,0.100290515,0.0859369
50,0.10690623,0.08389634,0.084632404,0.052604906,0.090727374,0.08834966,0.16184722,0.10445152,0.0613783,0.08054397,0.08466208
51,0.0734046,0.19719328,0.078630775,0.1109852,0.053386092,0.067622654,0.07741341,0.18119138,0.06910952,0.03031868,0.060744315
52,0.12467914,0.1439673,0.079329826,0.12272262,0.104897894,0.039363686,0.034227174,0.06317153,0.13072051,0.07210083,0.08481942
53,0.094031855,0.05708168,0.12375953,0.10222811,0.09538711,0.0979375,0.08431088,0.114758715,0.0641489,0.064106256,0.102249525
54,0.056744657,0.14105782,0.10663145,0.046915714,0.06988146,0.07203912,0.10896286,0.08554989,0.1534534,0.12603825,0.03272544
55,0.15944089,0.18580462,0.06540751,0.04864627,0.08098413,0.071716696,0.07484058,0.08562508,0.04000501,0.04404406,0.14348505
56,0.15264827,0.09036201,0.099056765,0.038024124,0.114565015,0.04543905,0.05709949,0.037368413,0.13911673,0.09210161,0.13421854
57,0.12954384,0.07326444,0.12554827,0.052341484,0.064015605,0.041042436,0.08320526,0.060093723,0.11183285,0.06945262,0.18965955
58,0.12842818,0.124034755,0.11315546,0.04497249,0.062128853,0.067458354,0.13437375,0.1352562,0.057982944,0.057479795,0.07472922
59,0.1430388,0.03985499,0.14601855,0.13648207,0.05988341,0.12619586,0.08551536,0.047363613,0.07577343,0.06256689,0.077307016
60,0.09915345,0.147657,0.06694718,0.13445145,0.059257302,0.03588516,0.10060494,0.12315624,0.07890361,0.05806045,0.09592321
61,0.06255997,0.059523273,0.07340594,0.101403914,0.18753257,0.14217834,0.119175255,0.054539457,0.07550631,0.05668285,0.06749208
62,0.068768375,0.16967782,0.097389236,0.08356365,0.067774326,0.08919941,0.05807239,0.06816298,0.127416,0.1269624,0.043013424
63,0.08837549,0.12067222,0.07144458,0.062352132,0.070542775,0.114853576,0.14654586,0.11471827,0.07575422,0.08860411,0.04613681
64,0.10810486,0.0933299,0.07490728,0.062040765,0.1445941,0.093912765,0.07479695,0.113389626,0.05794796,0.055993237,0.12098249
65,0.13021588,0.10855909,0.043217544,0.07972817,0.15607008,0.04446156,0.08971781,0.10547862,0.0929481,0.10659059,0.04301257
66,0.07956071,0.12270173,0.14647867,0.13744013,0.060902297,0.10455249,0.095355056,0.05769131,0.09622922,0.039204344,0.059883982
67,0.16427106,0.13952537,0.05036681,0.05453561,0.09725409,0.081307866,0.035809983,0.076559864,0.15092064,0.0546041,0.09484456
68,0.16817263,0.042418752,0.08713817,0.050652824,0.14195527,0.071229175,0.05633095,0.075225994,0.12744164,0.06744375,0.111990765
69,0.09544463,0.068624996,0.109896,0.06676714,0.12028166,0.05973901,0.077607706,0.04187722,0.18856199,0.1064949,0.06470473
70,0.11579891,0.13076441,0.065239504,0.08036142,0.09099271,0.06239306,0.116712555,0.035216413,0.1159584,0.09773798,0.08882472
71,0.16292672,0.14102839,0.07183292,0.118853346,0.1271328,0.04175176,0.03613198,0.053905115,0.11205187,0.06176476,0.07262035
72,0.066854276,0.1094119,0.08644889,0.08298562,0.08955475,0.07242855,0.13488239,0.082549475,0.13131939,0.0763025,0.06726227
73,0.1428325,0.10745086,0.076531544,0.09092057,0.06280217,0.07119263,0.1712098,0.09204474,0.070912145,0.037139665,0.07696346
74,0.08656755,0.041847263,0.109472126,0.1298866,0.0443804,0.11141035,0.1588645,0.070269756,0.09369201,0.035717618,0.11789184
75,0.12591454,0.046654705,0.14176913,0.14030059,0.058691137,0.0675886,0.12973161,0.041277528,0.09461928,0.056394085,0.09705883
76,0.09587348,0.15774384,0.10988235,0.11972763,0.08823077,0.058470763,0.073258296,0.1345599,0.05159482,0.07486031,0.035797942
77,0.05711517,0.06564827,0.06050558,0.046961658,0.125373,0.11428908,0.14207402,0.09311652,0.13507967,0.06556918,0.09426783
78,0.054416973,0.14984171,0.12765878,0.105974235,0.12071375,0.09603462,0.037294343,0.06254194,0.05803676,0.12523483,0.062252115
79,0.08265155,0.17241822,0.0794717,0.0636466,0.10257948,0.04105904,0.082893364,0.094492555,0.111145705,0.07092249,0.09871935
80,0.050759,0.15285453,0.038887408,0.035844557,0.16265851,0.07732499,0.055906385,0.04701878,0.13170704,0.12408571,0.122953124
81,0.06967087,0.17384417,0.111159906,0.10060783,0.050880726,0.14891742,0.038687427,0.06227624,0.10335488,0.0927981,0.047802363
82,0.14959028,0.10338291,0.06330248,0.1053634,0.114477076,0.09726656,0.068847604,0.03724572,0.059544377,0.0632209,0.13775869
83,0.08943326,0.1537371,0.07356625,0.0503991,0.08312391,0.13242109,0.09274025,0.045081776,0.096402,0.13412829,0.04896696
84,0.17732519,0.09290092,0.09456293,0.107231684,0.06930794,0.0961939,0.07607924,0.054853622,0.05416367,0.12437657,0.053004272
85,0.13441327,0.15646525,0.038424708,0.088455506,0.07096342,0.029836074,0.124598175,0.12867317,0.051038764,0.11539884,0.0617328
86,0.07958622,0.09746884,0.09409006,0.060078856,0.0560781,0.0647003,0.08759845,0.04397588,0.1462814,0.07403602,0.19610593
87,0.04734698,0.25240016,0.09706078,0.11664892,0.07401966,0.19988333,0.047434874,0.036680218,0.050714962,0.041260034,0.036550116
88,0.11906886,0.16388519,0.066439316,0.13427217,0.104557216,0.07846658,0.02939667,0.028060438,0.12883314,0.056621354,0.09039907
89,0.15726835,0.12098232,0.08249365,0.04504928,0.15234523,0.053058326,0.07438432,0.08847825,0.07401985,0.048945025,0.102975495
90,0.20535831,0.05459699,0.11049384,0.046828132,0.0794319,0.05558602,0.21133971,0.06154198,0.04223934,0.05758948,0.074994236
91,0.13818377,0.068280965,0.044142623,0.092819594,0.18670844,0.033088893,0.06262289,0.08374515,0.17217453,0.04861037,0.06962275
92,0.14899647,0.06465404,0.108345166,0.18990088,0.062759146,0.060530998,0.034061193,0.044515442,0.15931548,0.04079766,0.086123474
93,0.12645751,0.15179005,0.035383258,0.13291025,0.06576802,0.1433977,0.10585776,0.03286027,0.039977353,0.12927802,0.03631981
94,0.11037828,0.1910047,0.056055192,0.12819035,0.036553245,0.033366613,0.15351033,0.17962694,0.04142212,0.028165383,0.04172693
95,0.052233998,0.13244684,0.08316005,0.070471436,0.09913215,0.062494036,0.06855005,0.059420835,0.09131417,0.11861069,0.1621657
96,0.16304946,0.15650946,0.10069441,0.045788586,0.04320662,0.045910817,0.07832409,0.10608088,0.11089485,0.0609948,0.08854608
97,0.1184358,0.13707246,0.09408483,0.049202338,0.12154863,0.06314562,0.044139266,0.042316046,0.11063507,0.08590264,0.13351727
98,0.067877784,0.03414878,0.066139676,0.040510986,0.05091388,0.1833877,0.034498997,0.04384851,0.16972755,0.13571759,0.17322858
99,0.12184065,0.020116774,0.13378382,0.109749556,0.021871153,0.12941818,0.1355216,0.025598742,0.12772892,0.09767313,0.076697566
100,0.14040849,0.15215437,0.045760248,0.08389598,0.17943433,0.03484221,0.0339184,0.046828277,0.20483315,0.04243581,0.035488773
101,0.13136774,0.057963133,0.14634477,0.09991032,0.043504454,0.09581611,0.03902812,0.02710948,0.147223,0.08786247,0.12387044
102,0.114905335,0.110139206,0.0742819,0.0695996,0.13448422,0.08086524,0.1653759,0.08625352,0.05062542,0.05712573,0.056343947
103,0.15250635,0.21752168,0.040401038,0.09895595,0.10069977,0.035027646,0.07803314,0.15306652,0.04262971,0.043715686,0.037442625
104,0.047536146,0.040412158,0.1913239,0.20573227,0.03345226,0.19457932,0.04080192,0.051349606,0.043483578,0.03389962,0.11742919
105,0.07831608,0.15669267,0.051885072,0.16011688,0.06831688,0.07661818,0.048085354,0.04246346,0.16358499,0.101375975,0.05254446
106,0.16207795,0.10200605,0.052276064,0.12385875,0.09422407,0.03889253,0.038509477,0.10967882,0.17542882,0.051892925,0.051154524
107,0.06449333,0.08489275,0.03822166,0.08517806,0.11772981,0.080669165,0.10882597,0.044720847,0.17774117,0.08955946,0.10796773
108,0.12704009,0.036074262,0.1457428,0.122798875,0.15556836,0.024542456,0.024133824,0.030782724,0.16162413,0.056483798,0.115208715
109,0.17321137,0.12789485,0.045671217,0.19722156,0.051406115,0.029831793,0.0421715,0.07419883,0.04724466,0.14584,0.06530809
110,0.041580614,0.029048838,0.08442225,0.16560325,0.024727337,0.15444918,0.151594,0.08681332,0.103238404,0.091498256,0.067024566
111,0.0869105,0.18758996,0.040820435,0.13360263,0.058297906,0.049119066,0.11930079,0.15538536,0.051733196,0.06048123,0.056758963
112,0.17068882,0.1399853,0.07416034,0.08170134,0.046628553,0.107411474,0.08858055,0.106495045,0.03914974,0.026339581,0.118859254
113,0.08648293,0.0597828,0.085469455,0.025981028,0.05942731,0.14591506,0.05761803,0.033850428,0.14323013,0.14350109,0.15874179
114,0.0644412,0.045372877,0.07921441,0.046538074,0.082307756,0.047813408,0.07839026,0.22424592,0.11531217,0.08827559,0.12808838
