,0,1,2,3,4,5,6,7,8,9,10
0,0.07993742,0.18622382,0.07707365,0.07102307,0.13027446,0.08158986,0.14069967,0.045230355,0.076740324,0.061945304,0.049262125
1,0.08293364,0.063533075,0.09217042,0.13076195,0.102613404,0.073573984,0.06630993,0.08112123,0.1309889,0.0659193,0.110074155
2,0.070101485,0.069292426,0.06162487,0.052953355,0.07094071,0.11560772,0.042736642,0.037238512,0.17516729,0.123203084,0.18113391
3,0.12721461,0.09350733,0.04871169,0.0614334,0.19501628,0.058650374,0.111301556,0.061518908,0.13634373,0.06566567,0.04063637
4,0.11404681,0.04535805,0.11183111,0.14843626,0.07070008,0.057294313,0.13257286,0.04304575,0.1114146,0.08292064,0.082379624
5,0.10549956,0.062037572,0.094794214,0.046479877,0.07953491,0.094678834,0.08344706,0.11318057,0.14247218,0.06556653,0.11230874
6,0.048221543,0.18397851,0.03843407,0.09005801,0.11151708,0.15131702,0.03687749,0.031173633,0.09265683,0.09593177,0.11983403
7,0.074479245,0.17908524,0.026379632,0.03159847,0.03727931,0.032869395,0.13679227,0.12677068,0.16868287,0.16023535,0.025827596
8,0.120976865,0.13958478,0.051596858,0.03422385,0.13117835,0.031512924,0.14270511,0.031022038,0.1436387,0.12168126,0.051879235
9,0.146834,0.14865007,0.06954078,0.0213646,0.0725711,0.14031735,0.032271724,0.035986114,0.112166874,0.0931941,0.12710327
10,0.056840178,0.16768913,0.027096309,0.1069875,0.049710978,0.027516931,0.1568958,0.043224297,0.17035544,0.1694562,0.024227267
11,0.14279203,0.0383424,0.034321826,0.15011217,0.04743551,0.20945174,0.05477961,0.03028058,0.14850327,0.11118168,0.032799207
12,0.13732418,0.13705061,0.023815313,0.08608299,0.1140674,0.06053884,0.019446412,0.044966206,0.13754912,0.10920325,0.12995565
13,0.15862942,0.026579954,0.07688208,0.16855614,0.15656012,0.031387754,0.06807551,0.02369098,0.025620608,0.13919052,0.12482689
14,0.110023215,0.04736969,0.08754709,0.08967296,0.23385584,0.15915684,0.05807648,0.039033018,0.07928066,0.05625112,0.039733034
15,0.10339015,0.10888261,0.1239846,0.1635259,0.034697462,0.15831563,0.05748683,0.092238106,0.025531732,0.024967728,0.106979266
16,0.22678788,0.035397623,0.12693648,0.05590525,0.09870243,0.034760598,0.16978188,0.050128438,0.047567714,0.05111955,0.10291211
17,0.13003296,0.057517543,0.058101676,0.078805186,0.031160109,0.033906303,0.09237175,0.07269956,0.18845783,0.12084879,0.13609824
18,0.1139809,0.12784004,0.05014353,0.11094541,0.049561355,0.12755184,0.083078854,0.18024845,0.08207226,0.03713266,0.037444707
19,0.12679651,0.15936154,0.08209277,0.04307526,0.09449188,0.050804246,0.07259912,0.049355224,0.06363203,0.095378235,0.16241315
20,0.06018327,0.06686448,0.08437249,0.060901187,0.11436254,0.208989,0.056767754,0.07907307,0.1186743,0.09784389,0.051967923
21,0.09257926,0.07488323,0.089381464,0.13796471,0.032136984,0.07059221,0.06395984,0.07874382,0.1381081,0.16422208,0.057428237
22,0.13311873,0.12125759,0.052565567,0.034825608,0.07815961,0.045571227,0.07454286,0.12223972,0.1049879,0.07565636,0.15707487
23,0.16762501,0.12464745,0.10795202,0.06127637,0.049411,0.02789794,0.043024573,0.06954239,0.09761807,0.10755031,0.14345483
24,0.12809841,0.18391061,0.07187862,0.059410177,0.041593775,0.060205,0.07848719,0.074949466,0.11843159,0.14379112,0.039244078
25,0.058654614,0.14381142,0.051337197,0.10155237,0.12517004,0.03614899,0.1023028,0.0321243,0.14188616,0.1442143,0.062797785
26,0.056290686,0.16216516,0.14587538,0.045253765,0.1786288,0.12775035,0.050410282,0.044426937,0.08474715,0.06754531,0.036906254
27,0.06497003,0.14190656,0.08205201,0.08677668,0.09092597,0.062223878,0.09469757,0.04352776,0.12550588,0.117911056,0.089502625
28,0.15581852,0.02830512,0.10743974,0.047387194,0.0937097,0.09129638,0.121323235,0.064423256,0.13851838,0.03131688,0.12046145
29,0.20066841,0.10185414,0.05185013,0.11811786,0.104407586,0.050788082,0.064438626,0.083431885,0.07838722,0.047209147,0.09884687
30,0.07502835,0.07666742,0.04950643,0.15300663,0.04942283,0.058988642,0.20114642,0.09461459,0.09310457,0.046300523,0.10221359
31,0.13553037,0.045000296,0.17706083,0.05718704,0.06273971,0.10232872,0.039139234,0.060031295,0.095227204,0.08231028,0.14344504
32,0.11086471,0.2031663,0.056835312,0.08136319,0.085361615,0.096024424,0.10440073,0.13228837,0.047999583,0.043560043,0.038135763
33,0.1277545,0.18623687,0.08246523,0.090656765,0.045941513,0.035991944,0.12374794,0.17519695,0.050556365,0.03526116,0.046190754
34,0.09342393,0.05309781,0.09218896,0.06724756,0.15167566,0.03231173,0.037473027,0.07194977,0.13248219,0.10259826,0.16555107
35,0.07784122,0.15973945,0.059625607,0.06336078,0.14785227,0.051673707,0.08079117,0.03639397,0.115852796,0.09521979,0.11164917
36,0.12013357,0.19206718,0.04988818,0.0638846,0.08273581,0.12614311,0.038214523,0.04483312,0.09083043,0.12373786,0.06753164
37,0.03723105,0.043199487,0.077546366,0.12361531,0.070239596,0.12461127,0.12007175,0.10312307,0.13779116,0.08853925,0.07403167
38,0.15473314,0.16094093,0.02797309,0.06504064,0.1510975,0.06614026,0.02516178,0.09807267,0.12541887,0.057126965,0.06829422
39,0.06294168,0.14286643,0.028859349,0.086509414,0.10893697,0.08442538,0.06017647,0.054488003,0.14134236,0.13688739,0.09256652
40,0.152958,0.177843,0.024778336,0.055108376,0.06902005,0.05662934,0.14462464,0.038882397,0.12982392,0.12380537,0.026526581
