,0,1,2,3,4,5,6,7,8,9,10
0,0.049859777,0.07404714,0.06517129,0.082592905,0.18144374,0.14697333,0.104380265,0.08136923,0.07352976,0.05659826,0.08403434
1,0.077839784,0.09463285,0.082113564,0.07119713,0.12923151,0.04790183,0.09309547,0.08387764,0.118037306,0.055798102,0.14627475
2,0.07568096,0.09114287,0.09376961,0.0795063,0.09864252,0.08191853,0.04197337,0.051980324,0.168648,0.08988578,0.12685175
3,0.110180326,0.18699099,0.048851486,0.054399543,0.1768013,0.10415871,0.07533484,0.06770915,0.08220947,0.05005752,0.043306682
4,0.11513077,0.051386956,0.11643674,0.1181047,0.09757509,0.052869897,0.10514128,0.0572187,0.15683818,0.07450777,0.054789834
5,0.06568733,0.14218803,0.12959899,0.05855709,0.087160595,0.07214035,0.06666104,0.077483274,0.18219101,0.0486116,0.0697207
6,0.041946005,0.16364561,0.043229036,0.14121008,0.10861752,0.16391517,0.027380321,0.027852848,0.14625771,0.04284534,0.093100294
7,0.08769578,0.18754941,0.0275789,0.036806695,0.028251588,0.04570689,0.15733728,0.14308608,0.15629841,0.1032691,0.026419925
8,0.09809226,0.10580344,0.07214865,0.027318416,0.13527049,0.033173297,0.15127625,0.0280117,0.12710333,0.11831576,0.10348639
9,0.15565045,0.15632346,0.040908173,0.022928324,0.077328846,0.13927624,0.05124047,0.025599098,0.12180421,0.06335414,0.14558665
10,0.038762886,0.14408535,0.021921972,0.10569445,0.08168188,0.028036803,0.14539203,0.11060028,0.15544833,0.14665188,0.021724071
11,0.118945636,0.032721803,0.038911376,0.1293107,0.04641177,0.19515778,0.08980719,0.029474683,0.15661772,0.12875542,0.033885974
12,0.14203,0.13757549,0.025779227,0.10314284,0.09393446,0.040539518,0.029153762,0.03843291,0.14295405,0.12979673,0.11666097
13,0.16315809,0.031356644,0.051739458,0.18578611,0.18422744,0.037499137,0.12527996,0.026086694,0.028172504,0.07857065,0.08812334
14,0.1950547,0.08241448,0.05503463,0.056322634,0.1339549,0.15034078,0.07826506,0.040965356,0.104420125,0.061213665,0.042013716
15,0.07832725,0.03625975,0.13449489,0.17008246,0.02763102,0.16882119,0.08864037,0.107108414,0.024639467,0.0242994,0.13969578
16,0.19169867,0.036255434,0.1447466,0.086794436,0.14129902,0.033747256,0.15978332,0.04191827,0.047890726,0.037113085,0.07875322
17,0.15810098,0.109390706,0.09603713,0.07680277,0.037541006,0.034452304,0.05667217,0.07494642,0.181577,0.10338596,0.07109357
18,0.10770039,0.067079365,0.059320603,0.1730466,0.03740131,0.09063848,0.10835856,0.17874178,0.058987536,0.045272067,0.07345338
19,0.13200147,0.14240387,0.0627637,0.05510569,0.101992235,0.050002523,0.06510544,0.10197484,0.041799985,0.08100904,0.16584119
20,0.05479991,0.12826264,0.08985222,0.15637495,0.076914676,0.12378812,0.04448782,0.07670631,0.1355694,0.069977425,0.0432666
21,0.044898972,0.041887477,0.13306707,0.07299647,0.031347375,0.09883735,0.10529245,0.09503931,0.17327532,0.15546028,0.047897868
22,0.07037135,0.14373195,0.092734315,0.036193393,0.08326359,0.0465897,0.097385906,0.07942757,0.15203252,0.05739312,0.14087656
